71737,2002-09-07,47,32
71738,2002-09-07,57,16
71739,2002-10-12,16,47
71740,2002-10-12,32,24
71741,2003-04-30,24,57
71742,2002-10-16,32,16
71743,2002-11-20,57,32
71744,2003-03-29,57,24
71745,2003-03-29,16,32
71746,2003-04-02,47,57
71747,2003-04-02,24,16
71748,2003-04-30,32,47
71749,2003-06-07,24,47
71750,2003-06-07,32,57
71751,2003-09-06,16,57
71752,2003-09-06,47,24
71753,2003-09-10,24,32
71754,2003-09-10,47,16
71755,2003-10-11,57,47
71756,2003-10-11,16,24
71757,2002-09-07,36,9
71758,2002-09-07,6,40
71759,2002-10-12,9,31
71760,2002-10-12,40,36
71761,2002-10-16,36,6
71762,2002-10-16,31,40
71763,2003-03-29,6,31
71764,2003-03-29,40,9
71765,2003-04-02,31,36
71766,2003-04-02,9,6
71767,2003-06-07,9,36
71768,2003-06-07,40,6
71769,2003-06-11,31,9
71770,2003-06-11,36,40
71771,2003-09-06,6,36
71772,2003-09-06,40,31
71773,2003-09-10,31,6
71774,2003-09-10,9,40
71775,2003-10-11,36,31
71776,2003-10-11,6,9
71777,2002-09-07,37,34
71778,2002-09-07,21,56
71779,2002-10-12,34,49
71780,2002-10-12,56,37
71781,2002-10-16,49,56
71782,2002-10-16,37,21
71783,2003-03-29,56,34
71784,2003-03-29,21,49
71785,2003-04-02,34,21
71786,2003-04-02,49,37
71787,2003-06-07,56,21
71788,2003-06-07,34,37
71789,2003-06-11,37,56
71790,2003-06-11,49,34
71791,2003-09-06,56,49
71792,2003-09-06,21,37
71793,2003-09-10,49,21
71794,2003-09-10,34,56
71795,2003-10-11,37,49
71796,2003-10-11,21,34
71797,2002-09-07,42,38
71798,2002-09-07,28,44
71799,2002-10-12,44,54
71800,2002-10-12,38,28
71801,2002-10-16,54,42
71802,2002-11-20,42,28
71803,2003-03-29,38,54
71804,2003-04-02,38,42
71805,2003-04-02,54,44
71806,2003-04-30,28,42
71807,2003-06-07,54,28
71808,2003-06-07,42,44
71809,2003-06-11,44,38
71810,2003-06-11,42,54
71811,2003-09-06,28,38
71812,2003-09-06,44,42
71813,2003-09-10,38,44
71814,2003-09-10,28,54
71815,2003-10-11,44,28
71816,2003-10-11,54,38
71817,2002-09-07,30,11
71818,2002-09-07,14,43
71819,2002-10-12,30,14
71820,2002-10-12,23,43
71821,2002-10-16,11,14
71822,2002-10-16,23,30
71823,2003-03-29,11,30
71824,2003-03-29,43,23
71825,2003-04-02,30,43
71826,2003-06-07,43,11
71827,2003-06-07,23,14
71828,2003-06-11,14,11
71829,2003-06-11,30,23
71830,2003-08-20,14,23
71831,2003-09-06,43,14
71832,2003-09-06,23,11
71833,2003-09-10,11,43
71834,2003-09-10,14,30
71835,2003-10-11,43,30
71836,2003-10-11,11,23
71837,2002-09-07,19,48
71838,2002-09-07,3,53
71839,2002-10-12,48,35
71840,2002-10-12,53,19
71841,2002-10-16,19,3
71842,2002-10-16,35,53
71843,2003-03-29,3,35
71844,2003-03-29,53,48
71845,2003-04-02,35,19
71846,2003-04-02,48,3
71847,2003-06-07,48,19
71848,2003-06-07,53,3
71849,2003-06-11,35,48
71850,2003-06-11,19,53
71851,2003-09-06,3,19
71852,2003-09-06,53,35
71853,2003-09-10,35,3
71854,2003-09-10,48,53
71855,2003-10-11,19,35
71856,2003-10-11,3,48
71857,2002-09-07,50,46
71858,2002-09-08,29,33
71859,2002-10-12,46,12
71860,2002-10-12,33,50
71861,2002-10-16,50,29
71862,2002-10-16,12,33
71863,2003-03-29,29,12
71864,2003-03-29,33,46
71865,2003-04-02,12,50
71866,2003-04-02,46,29
71867,2003-06-07,46,50
71868,2003-06-07,33,29
71869,2003-06-11,12,46
71870,2003-06-11,50,33
71871,2003-09-06,29,50
71872,2003-09-06,33,12
71873,2003-09-10,12,29
71874,2003-09-10,46,33
71875,2003-10-11,50,12
71876,2003-10-11,29,46
71877,2002-09-07,5,7
71878,2002-09-07,27,13
71879,2002-10-12,2,5
71880,2002-10-12,7,27
71881,2002-10-16,13,5
71882,2002-10-16,7,2
71883,2003-03-29,27,5
71884,2003-04-02,13,7
71885,2003-04-02,27,2
71886,2003-04-30,2,13
71887,2003-06-07,7,5
71888,2003-06-07,13,2
71889,2003-06-11,13,27
71890,2003-06-11,5,2
71891,2003-09-06,7,13
71892,2003-09-06,2,27
71893,2003-09-10,5,27
71894,2003-09-10,2,7
71895,2003-10-11,27,7
71896,2003-10-11,5,13
71897,2002-09-07,4,25
71898,2002-09-07,15,55
71899,2002-10-12,25,3215
71900,2002-10-12,15,4
71901,2002-10-16,55,25
71902,2002-10-16,3215,15
71903,2002-11-20,4,55
71904,2003-03-29,25,15
71905,2003-03-29,55,4
71906,2003-08-20,3215,55
71907,2003-06-11,4,3215
71908,2003-06-07,15,3215
71909,2003-06-11,15,25
71910,2003-02-12,3215,4
71911,2003-09-06,25,55
71912,2003-09-06,4,15
71913,2003-09-10,55,15
71914,2003-09-10,3215,25
71915,2003-10-11,25,4
71916,2003-10-11,55,3215
71917,2002-09-07,41,22
71918,2002-09-08,45,17
71919,2002-10-12,1,45
71920,2003-04-30,17,41
71921,2002-10-16,22,45
71922,2002-10-16,41,1
71923,2003-03-29,17,22
71924,2003-03-29,1,41
71925,2003-04-02,1,22
71926,2003-04-02,17,45
71927,2003-06-07,45,41
71928,2003-06-07,22,1
71929,2003-06-11,22,17
71930,2003-06-11,45,1
71931,2003-09-06,22,41
71932,2003-09-06,17,1
71933,2003-09-10,41,45
71934,2003-09-10,1,17
71935,2003-10-11,41,17
71936,2003-10-11,45,22
71937,1930-07-13,16,139
71938,1930-07-15,58,16
71939,1930-07-16,61,139
71940,1930-07-19,61,16
71941,1930-07-19,58,139
71942,1930-07-22,58,61
71943,1930-07-14,26,60
71944,1930-07-17,26,59
71945,1930-07-20,60,59
71946,1930-07-14,40,65
71947,1930-07-18,66,65
71948,1930-07-21,66,40
71949,1930-07-13,151,5
71950,1930-07-17,151,64
71951,1930-07-20,64,5
71952,1930-07-26,58,151
71953,1930-07-27,66,26
71954,1930-07-30,66,58
71955,1934-05-27,48,60
71956,1934-05-27,37,16
71957,1934-05-27,11,5
71958,1934-05-27,45,21
71959,1934-05-27,8,40
